GeneID,Chr,Start,End,annotation,pan_anno,y_anno,Strand
Uggt1_250,chr1,36252809,36253208,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Neurl3_251,chr1,36262043,36262442,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Neurl3_252,chr1,36264035,36264434,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Neurl3_253,chr1,36273289,36273688,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Arid5a_254,chr1,36296577,36296976,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Arid5a_255,chr1,36307726,36308125,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Arid5a_256,chr1,36315004,36315403,"Intron(NM_001172205.1/Arid5a,intron1of6)",1stIntron,1stIntron,.
Arid5a_257,chr1,36324098,36324497,Downstream(<=300bp),Downstream(<=300bp),Downstream(<=300),.
Mir6898_258,chr1,36342535,36342934,"Intron(XM_017320242.1/Kansl3,intron21of21)",OtherIntron,OtherIntron,.
Kansl3_259,chr1,36368872,36369271,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Lman2l_260,chr1,36445123,36445522,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cnnm4_261,chr1,36471215,36471614,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cnnm3_262,chr1,36501239,36501638,"Intron(NM_033570.2/Cnnm4,intron5of6)",OtherIntron,OtherIntron,.
Cnnm3_263,chr1,36511613,36512012,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ankrd39_264,chr1,36547080,36547479,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Sema4c_265,chr1,36556969,36557368,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Sema4c_266,chr1,36571660,36572059,"Intron(NM_027957.1/Fam178b,intron3of5)",OtherIntron,OtherIntron,.
Fam178b_267,chr1,36580396,36580795,"Intron(NM_027957.1/Fam178b,intron2of5)",OtherIntron,OtherIntron,.
Fam178b_268,chr1,36634976,36635375,5'UTR,5'UTR,5'UTR,.
Fam178b_269,chr1,36684096,36684495,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cox5b_270,chr1,36691259,36691658,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Actr1b_271,chr1,36709848,36710247,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm33533_272,chr1,36737343,36737742,"Intron(NM_001374322.1/4933424G06Rik,intron5of8)",OtherIntron,OtherIntron,.
Gm33533_273,chr1,36744516,36744915,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zap70_274,chr1,36766612,36767011,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zap70_275,chr1,36768527,36768926,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Zap70_276,chr1,36771521,36771920,"Exon(NM_009539.3/Zap70,exon3of13)",OtherExon,OtherExon,.
Zap70_277,chr1,36784713,36785112,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Zap70_278,chr1,36797468,36797867,"Intron(NM_018872.2/Tmem131,intron35of40)",OtherIntron,OtherIntron,.
Tmem131_279,chr1,36874941,36875340,"Intron(NM_018872.2/Tmem131,intron3of40)",OtherIntron,OtherIntron,.
Tmem131_280,chr1,36893115,36893514,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_281,chr1,36904093,36904492,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_282,chr1,36910361,36910760,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_283,chr1,36912197,36912596,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_284,chr1,36913756,36914155,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_285,chr1,36919761,36920160,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_286,chr1,36921986,36922385,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_287,chr1,36934329,36934728,"Intron(NM_018872.2/Tmem131,intron1of40)",1stIntron,1stIntron,.
Tmem131_288,chr1,36939603,36940002,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tmem131_289,chr1,36947335,36947734,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rpl12-ps1_290,chr1,36960763,36961162,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
n-R5s210_291,chr1,36987146,36987545,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
n-R5s210_292,chr1,37000301,37000700,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
n-R5s210_293,chr1,37002548,37002947,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Vwa3b_294,chr1,37029135,37029534,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm39626_295,chr1,37045900,37046299,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm39626_296,chr1,37064615,37065014,"Intron(XM_006496379.2/Vwa3b,intron7of22)",OtherIntron,OtherIntron,.
Vwa3b_297,chr1,37081474,37081873,"Intron(XM_006496379.2/Vwa3b,intron7of22)",OtherIntron,OtherIntron,.
Vwa3b_298,chr1,37103699,37104098,"Intron(XM_006496379.2/Vwa3b,intron9of22)",OtherIntron,OtherIntron,.
Vwa3b_299,chr1,37113802,37114201,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm37020_300,chr1,37132409,37132808,"Exon(XR_865349.2/Gm37020,exon3of3)",OtherExon,OtherExon,.
Cnga3_301,chr1,37242238,37242637,"Intron(XM_017313745.2/Cnga3,intron3of6)",OtherIntron,OtherIntron,.
Cnga3_302,chr1,37250658,37251057,"Intron(XM_017313745.2/Cnga3,intron4of6)",OtherIntron,OtherIntron,.
Inpp4a_303,chr1,37272535,37272934,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Inpp4a_304,chr1,37299640,37300039,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Inpp4a_305,chr1,37309909,37310308,"Intron(XM_006496009.2/Inpp4a,intron1of24)",1stIntron,1stIntron,.
4930439A04Rik_306,chr1,37317294,37317693,"Intron(XM_006496009.2/Inpp4a,intron1of24)",1stIntron,1stIntron,.
4930439A04Rik_307,chr1,37321089,37321488,"Intron(XM_006496009.2/Inpp4a,intron1of24)",1stIntron,1stIntron,.
4930439A04Rik_308,chr1,37322723,37323122,"Intron(XM_006496009.2/Inpp4a,intron1of24)",1stIntron,1stIntron,.
4930439A04Rik_309,chr1,37326686,37327085,"Intron(XM_006496009.2/Inpp4a,intron1of24)",1stIntron,1stIntron,.
4930439A04Rik_310,chr1,37330819,37331218,"Exon(XR_003947775.1/4930439A04Rik,exon3of3)",OtherExon,OtherExon,.
4930439A04Rik_311,chr1,37332920,37333319,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
4930439A04Rik_312,chr1,37339934,37340333,"Intron(XM_006496009.2/Inpp4a,intron1of24)",1stIntron,1stIntron,.
Inpp4a_313,chr1,37357556,37357955,5'UTR,5'UTR,5'UTR,.
Inpp4a_314,chr1,37359477,37359876,"Intron(XM_006496009.2/Inpp4a,intron4of24)",OtherIntron,OtherIntron,.
Inpp4a_315,chr1,37365617,37366016,"Intron(XM_006496009.2/Inpp4a,intron5of24)",OtherIntron,OtherIntron,.
Coa5_316,chr1,37401657,37402056,"Intron(XM_006496009.2/Inpp4a,intron24of24)",OtherIntron,OtherIntron,.
Coa5_317,chr1,37407102,37407501,3'UTR,3'UTR,3'UTR,.
Coa5_318,chr1,37419415,37419814,3'UTR,3'UTR,3'UTR,.
Coa5_319,chr1,37427238,37427637,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Coa5_320,chr1,37429919,37430318,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Unc50_321,chr1,37448628,37449027,"Intron(NM_001290801.1/Mgat4a,intron13of14)",OtherIntron,OtherIntron,.
4930594C11Rik_322,chr1,37466255,37466654,5'UTR,5'UTR,5'UTR,.
4930594C11Rik_323,chr1,37467420,37467819,"Intron(NM_001290801.1/Mgat4a,intron4of14)",OtherIntron,OtherIntron,.
4930594C11Rik_324,chr1,37474422,37474821,"Intron(NM_001290801.1/Mgat4a,intron4of14)",OtherIntron,OtherIntron,.
4930594C11Rik_325,chr1,37477834,37478233,"Intron(NM_001290801.1/Mgat4a,intron4of14)",OtherIntron,OtherIntron,.
4930594C11Rik_326,chr1,37480766,37481165,"Intron(NM_001290801.1/Mgat4a,intron4of14)",OtherIntron,OtherIntron,.
4930594C11Rik_327,chr1,37486417,37486816,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
4930594C11Rik_328,chr1,37491690,37492089,"Intron(NM_001290801.1/Mgat4a,intron3of14)",OtherIntron,OtherIntron,.
4930594C11Rik_329,chr1,37495848,37496247,5'UTR,5'UTR,5'UTR,.
Mgat4a_330,chr1,37531921,37532320,"Intron(NM_001290801.1/Mgat4a,intron1of14)",1stIntron,1stIntron,.
Mgat4a_331,chr1,37540972,37541371,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
4930556I23Rik_332,chr1,37586096,37586495,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
4930556I23Rik_333,chr1,37599009,37599408,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
4930556I23Rik_334,chr1,37600791,37601190,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
4930556I23Rik_335,chr1,37614135,37614534,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
4930556I23Rik_336,chr1,37616664,37617063,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
4930556I23Rik_337,chr1,37621931,37622330,"Intron(NM_028096.1/Cracdl,intron7of9)",OtherIntron,OtherIntron,.
4930556I23Rik_338,chr1,37628602,37629001,"Intron(NM_028096.1/Cracdl,intron5of9)",OtherIntron,OtherIntron,.
4930470B04Rik_339,chr1,37635715,37636114,"Intron(NM_028096.1/Cracdl,intron3of9)",OtherIntron,OtherIntron,.
4930470B04Rik_340,chr1,37639083,37639482,"Intron(NM_028096.1/Cracdl,intron2of9)",OtherIntron,OtherIntron,.
Gm39628_341,chr1,37691154,37691553,"Intron(XR_003947780.1/Gm39628,intron2of3)",OtherIntron,OtherIntron,.
Cracdl_342,chr1,37719749,37720148,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tsga10_343,chr1,37857465,37857864,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Tsga10_344,chr1,37864936,37865335,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Lipt1_345,chr1,37872115,37872514,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mitd1_346,chr1,37890063,37890462,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mrpl30_347,chr1,37903167,37903566,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Txndc9_348,chr1,37997119,37997518,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Eif5b_349,chr1,38005061,38005460,"Intron(NM_198303.2/Eif5b,intron1of23)",1stIntron,1stIntron,.
Eif5b_350,chr1,38012125,38012524,"Intron(NM_198303.2/Eif5b,intron1of23)",1stIntron,1stIntron,.
Rev1_351,chr1,38085939,38086338,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Rev1_352,chr1,38129778,38130177,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm5099_353,chr1,38139388,38139787,"Intron(NR_151587.1/Gm5099,intron1of5)",1stIntron,1stIntron,.
Gm5099_354,chr1,38150080,38150479,"Intron(NR_151587.1/Gm5099,intron3of5)",OtherIntron,OtherIntron,.
Gm5099_355,chr1,38156124,38156523,"Intron(NR_151587.1/Gm5099,intron3of5)",OtherIntron,OtherIntron,.
Gm5099_356,chr1,38172738,38173137,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm16150_357,chr1,38185593,38185992,"Intron(XM_006495737.4/Aff3,intron19of22)",OtherIntron,OtherIntron,.
Gm16150_358,chr1,38272558,38272957,"Intron(XM_006495737.4/Aff3,intron9of22)",OtherIntron,OtherIntron,.
Gm16150_359,chr1,38279369,38279768,"Intron(XM_006495737.4/Aff3,intron9of22)",OtherIntron,OtherIntron,.
Gm16150_360,chr1,38301664,38302063,"Intron(XM_006495737.4/Aff3,intron9of22)",OtherIntron,OtherIntron,.
Gm16150_361,chr1,38347436,38347835,"Intron(XM_006495737.4/Aff3,intron6of22)",OtherIntron,OtherIntron,.
Gm34727_362,chr1,38408286,38408685,"Intron(XM_006495737.4/Aff3,intron5of22)",OtherIntron,OtherIntron,.
Gm34727_363,chr1,38428777,38429176,"Intron(XM_006495737.4/Aff3,intron5of22)",OtherIntron,OtherIntron,.
Gm34727_364,chr1,38467323,38467722,"Intron(XM_006495737.4/Aff3,intron5of22)",OtherIntron,OtherIntron,.
Gm34727_365,chr1,38470352,38470751,"Intron(XM_006495737.4/Aff3,intron5of22)",OtherIntron,OtherIntron,.
Gm34727_366,chr1,38495298,38495697,"Intron(XM_006495737.4/Aff3,intron5of22)",OtherIntron,OtherIntron,.
Gm34727_367,chr1,38529132,38529531,"Intron(XM_006495737.4/Aff3,intron5of22)",OtherIntron,OtherIntron,.
Aff3_368,chr1,38557619,38558018,"Intron(XM_006495737.4/Aff3,intron2of22)",OtherIntron,OtherIntron,.
Aff3_369,chr1,38580552,38580951,"Intron(XM_006495737.4/Aff3,intron2of22)",OtherIntron,OtherIntron,.
Aff3_370,chr1,38597468,38597867,"Intron(XM_006495737.4/Aff3,intron2of22)",OtherIntron,OtherIntron,.
Aff3_371,chr1,38601713,38602112,"Intron(XM_006495737.4/Aff3,intron2of22)",OtherIntron,OtherIntron,.
Aff3_372,chr1,38607465,38607864,"Intron(XM_006495737.4/Aff3,intron2of22)",OtherIntron,OtherIntron,.
Gm34596_373,chr1,38632447,38632846,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm34596_374,chr1,38643685,38644084,"Intron(XR_373336.2/Gm34596,intron3of3)",OtherIntron,OtherIntron,.
Gm34596_375,chr1,38650926,38651325,"Exon(XR_373335.3/Gm34596,exon4of4)",OtherExon,OtherExon,.
Gm34596_376,chr1,38657709,38658108,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487659_377,chr1,38664875,38665274,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487659_378,chr1,38671148,38671547,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487659_379,chr1,38694121,38694520,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487659_380,chr1,38718988,38719387,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487659_381,chr1,38761371,38761770,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lonrf2_382,chr1,38777494,38777893,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lonrf2_383,chr1,38787513,38787912,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Chst10_384,chr1,38897858,38898257,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pdcl3_385,chr1,38987482,38987881,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rpl31_386,chr1,39367634,39368033,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tbc1d8_387,chr1,39478472,39478871,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cnot11_388,chr1,39530225,39530624,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cnot11_389,chr1,39535517,39535916,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rnf149_390,chr1,39577220,39577619,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rfx8_391,chr1,39736054,39736453,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Map4k4_392,chr1,39900547,39900946,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Map4k4_393,chr1,39911438,39911837,"Intron(XM_006496041.2/Map4k4,intron2of32)",OtherIntron,OtherIntron,.
Map4k4_394,chr1,39918463,39918862,"Intron(XM_006496041.2/Map4k4,intron2of32)",OtherIntron,OtherIntron,.
Map4k4_395,chr1,39922704,39923103,"Intron(XM_006496041.2/Map4k4,intron2of32)",OtherIntron,OtherIntron,.
Map4k4_396,chr1,39936434,39936833,"Intron(XM_006496041.2/Map4k4,intron2of32)",OtherIntron,OtherIntron,.
Map4k4_397,chr1,39949989,39950388,"Intron(XM_006496041.2/Map4k4,intron2of32)",OtherIntron,OtherIntron,.
Map4k4_398,chr1,39989179,39989578,"Intron(XM_006496041.2/Map4k4,intron11of32)",OtherIntron,OtherIntron,.
Il1r2_399,chr1,40002177,40002576,"Intron(XM_006496041.2/Map4k4,intron16of32)",OtherIntron,OtherIntron,.
Il1r2_400,chr1,40022737,40023136,"Exon(XM_006496041.2/Map4k4,exon30of33)",OtherExon,OtherExon,.
Il1r2_401,chr1,40027300,40027699,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Il1r2_402,chr1,40045737,40046136,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Il1r2_403,chr1,40059118,40059517,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Il1r2_404,chr1,40073044,40073443,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Il1r2_405,chr1,40084443,40084842,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Il1r2_406,chr1,40106404,40106803,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Il1r2_407,chr1,40116445,40116844,"Intron(XR_003952762.1/Il1r2,intron6of9)",OtherIntron,OtherIntron,.
Il1r1_408,chr1,40262745,40263144,"Intron(XM_006495713.3/Il1r1,intron4of13)",OtherIntron,OtherIntron,.
Mfsd9_409,chr1,40790482,40790881,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mrps9_410,chr1,42851011,42851410,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tgfbrap1_411,chr1,43092365,43092764,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
AI597479_412,chr1,43098352,43098751,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tgfbrap1_413,chr1,43110522,43110921,"Intron(NM_133818.1/AI597479,intron2of3)",OtherIntron,OtherIntron,.
Fhl2_414,chr1,43224145,43224544,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm29040_415,chr1,43241246,43241645,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487086_416,chr1,43361437,43361836,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487086_417,chr1,43374942,43375341,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
LOC115487086_418,chr1,43375975,43376374,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ecrg4_419,chr1,43733450,43733849,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Uxs1_420,chr1,43811003,43811402,"Intron(NM_001368289.1/Uxs1,intron1of14)",1stIntron,1stIntron,.
Uxs1_421,chr1,43821573,43821972,"Intron(NM_001368289.1/Uxs1,intron1of14)",1stIntron,1stIntron,.
Uxs1_422,chr1,43827758,43828157,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tpp2_423,chr1,43933676,43934075,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mettl21c_424,chr1,44042155,44042554,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm8251_425,chr1,44064567,44064966,"Exon(XM_017313070.1/Gm8251,exon2of2)",OtherExon,OtherExon,.
Gm8251_426,chr1,44070125,44070524,"Exon(XM_017313070.1/Gm8251,exon2of2)",OtherExon,OtherExon,.
Tex30_427,chr1,44102246,44102645,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Bivm_428,chr1,44118689,44119088,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ercc5_429,chr1,44147689,44148088,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Wdr75_430,chr1,45795235,45795634,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Slc39a10_431,chr1,46853375,46853774,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Slc39a10_432,chr1,46894353,46894752,"Intron(NM_001356417.1/Slc39a10,intron1of10)",1stIntron,1stIntron,.
Slc39a10_433,chr1,46921578,46921977,"Intron(NM_001356417.1/Slc39a10,intron1of10)",1stIntron,1stIntron,.
Slc39a10_434,chr1,46970380,46970779,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm19206_435,chr1,47864403,47864802,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm8384_436,chr1,50025476,50025875,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nabp1_437,chr1,51478276,51478675,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nabp1_438,chr1,51493992,51494391,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm17767_439,chr1,51569540,51569939,"Intron(NR_151621.1/Gm17767,intron3of3)",OtherIntron,OtherIntron,.
Gm17767_440,chr1,51584983,51585382,"Intron(NR_151621.1/Gm17767,intron2of3)",OtherIntron,OtherIntron,.
Gm17767_441,chr1,51597000,51597399,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm31636_442,chr1,51614801,51615200,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm31636_443,chr1,51624577,51624976,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm31636_444,chr1,51627967,51628366,"Intron(XR_373396.1/Gm31636,intron2of2)",OtherIntron,OtherIntron,.
Myo1b_445,chr1,51907787,51908186,"Intron(NM_001161817.2/Myo1b,intron1of30)",1stIntron,1stIntron,.
Stat4_446,chr1,52022256,52022655,"Intron(XM_006495815.2/Stat4,intron3of23)",OtherIntron,OtherIntron,.
Gm3940_447,chr1,52066803,52067202,"Intron(XM_006495815.2/Stat4,intron4of23)",OtherIntron,OtherIntron,.
Gm3940_448,chr1,52100504,52100903,"Intron(XM_006495815.2/Stat4,intron17of23)",OtherIntron,OtherIntron,.
Gm31812_449,chr1,52113644,52114043,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Stat1_450,chr1,52119243,52119642,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm18301_451,chr1,52133145,52133544,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm18301_452,chr1,52141418,52141817,"Intron(NM_001205314.1/Stat1,intron11of24)",OtherIntron,OtherIntron,.
Gm18301_453,chr1,52143625,52144024,"Intron(NM_001205314.1/Stat1,intron12of24)",OtherIntron,OtherIntron,.
Gm18301_454,chr1,52146546,52146945,"Intron(NM_001205314.1/Stat1,intron15of24)",OtherIntron,OtherIntron,.
Gm18301_455,chr1,52150625,52151024,"Exon(NM_001205314.1/Stat1,exon19of25)",OtherExon,OtherExon,.
Gls_456,chr1,52170080,52170479,"Intron(NM_001081081.2/Gls,intron14of17)",OtherIntron,OtherIntron,.
Gls_457,chr1,52233127,52233526,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm5975_458,chr1,52274193,52274592,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm31955_459,chr1,52298299,52298698,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm23460_460,chr1,52430731,52431130,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nab1_461,chr1,52500385,52500784,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rps27a-ps1_462,chr1,52521378,52521777,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rps27a-ps1_463,chr1,52532518,52532917,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm28178_464,chr1,52578287,52578686,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm28178_465,chr1,52580188,52580587,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm5527_466,chr1,52597834,52598233,"Intron(XM_006495936.2/Nemp2,intron3of10)",OtherIntron,OtherIntron,.
Nemp2_467,chr1,52630894,52631293,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nemp2_468,chr1,52648162,52648561,"Intron(XM_006495936.2/Nemp2,intron9of10)",OtherIntron,OtherIntron,.
Nemp2_469,chr1,52649703,52650102,3'UTR,3'UTR,3'UTR,.
Nemp2_470,chr1,52653361,52653760,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nemp2_471,chr1,52655185,52655584,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Mfsd6_472,chr1,52727012,52727411,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mfsd6_473,chr1,52742559,52742958,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Mfsd6_474,chr1,52763984,52764383,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Inpp1_475,chr1,52800308,52800707,"Intron(XM_011238441.2/Inpp1,intron1of5)",1stIntron,1stIntron,.
Inpp1_476,chr1,52817037,52817436,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hibch_477,chr1,52844731,52845130,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
1700019D03Rik_478,chr1,52952786,52953185,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ormdl1_479,chr1,53296878,53297277,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Osgepl1_480,chr1,53313392,53313791,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Asdurf_481,chr1,53352531,53352930,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm6801_482,chr1,53472222,53472621,"Intron(XM_006496179.4/Dnah7a,intron48of64)",OtherIntron,OtherIntron,.
Dnah7a_483,chr1,53706608,53707007,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dnah7a_484,chr1,53715632,53716031,"Intron(XR_373404.3/Gm32311,intron3of4)",OtherIntron,OtherIntron,.
Stk17b_485,chr1,53773984,53774383,"Intron(NM_133810.3/Stk17b,intron2of7)",OtherIntron,OtherIntron,.
Stk17b_486,chr1,53784942,53785341,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Stk17b_487,chr1,53791387,53791786,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Stk17b_488,chr1,53797433,53797832,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Stk17b_489,chr1,53816442,53816841,"Intron(XM_017321236.2/Hecw2,intron25of25)",OtherIntron,OtherIntron,.
Mir7681_490,chr1,53823736,53824135,"Intron(XM_017321236.2/Hecw2,intron25of25)",OtherIntron,OtherIntron,.
